,Date,Time,Transaction,Item
655,2016-11-02,12:54:49,308,Smoothies
656,2016-11-02,12:56:40,309,Hearty & Seasonal
657,2016-11-02,12:56:40,309,Tea
658,2016-11-02,13:02:57,310,Coffee
659,2016-11-02,13:02:57,310,Sandwich
660,2016-11-02,13:02:57,310,Sandwich
661,2016-11-02,13:09:40,311,Cookies
662,2016-11-02,13:09:40,311,Farm House
663,2016-11-02,13:11:57,312,Soup
664,2016-11-02,13:11:57,312,Tea
665,2016-11-02,13:11:57,312,Juice
666,2016-11-02,13:12:44,313,Soup
667,2016-11-02,13:16:48,314,Coffee
668,2016-11-02,13:23:56,316,Bread
669,2016-11-02,13:42:15,317,Cookies
670,2016-11-02,13:42:15,317,Tea
671,2016-11-02,13:46:42,318,Soup
672,2016-11-02,13:46:42,318,Hearty & Seasonal
673,2016-11-02,13:46:42,318,Bread
674,2016-11-02,13:50:59,319,Coffee
675,2016-11-02,13:58:39,320,Coffee
676,2016-11-02,14:00:37,321,Coffee
677,2016-11-02,14:00:37,321,Tea
678,2016-11-02,14:01:20,322,Bread
679,2016-11-02,14:05:20,323,Tea
680,2016-11-02,14:11:14,324,Coffee
681,2016-11-02,14:11:14,324,Tea
682,2016-11-02,14:11:50,325,Coffee
683,2016-11-02,14:34:44,326,Fudge
684,2016-11-02,15:03:25,327,Tea
685,2016-11-02,15:25:57,328,Soup
686,2016-11-02,15:25:57,328,Tea
687,2016-11-02,15:33:54,329,Juice
688,2016-11-02,15:46:22,330,Alfajores
689,2016-11-02,15:57:42,331,Bread
690,2016-11-02,16:25:49,332,Coffee
691,2016-11-02,16:25:49,332,Alfajores
692,2016-11-02,16:54:35,333,Juice
693,2016-11-02,16:54:35,333,Alfajores
694,2016-11-02,16:54:35,333,Cookies
695,2016-11-02,16:54:35,333,Pick and Mix Bowls
696,2016-11-02,16:54:35,333,Mineral water
697,2016-11-02,17:01:56,334,Coffee
698,2016-11-02,17:01:56,334,Alfajores
699,2016-11-02,17:41:01,335,Fudge
700,2016-11-02,18:08:40,336,Mighty Protein
701,2016-11-02,18:08:40,336,Juice
702,2016-11-02,18:13:04,337,Coffee
703,2016-11-02,18:13:04,337,Mineral water
704,2016-11-02,18:13:04,337,Alfajores
705,2016-11-02,18:19:43,338,Mighty Protein
706,2016-11-02,18:19:43,338,Coffee
707,2016-11-02,18:40:02,339,Alfajores
708,2016-11-03,07:46:50,340,Coffee
709,2016-11-03,07:46:50,340,Bread
710,2016-11-03,07:50:50,341,Medialuna
711,2016-11-03,07:50:50,341,Medialuna
712,2016-11-03,08:01:08,342,Medialuna
713,2016-11-03,08:01:08,342,Bread
714,2016-11-03,08:07:16,343,Farm House
715,2016-11-03,08:08:26,344,Coffee
716,2016-11-03,08:08:26,344,Pastry
717,2016-11-03,08:09:59,345,Farm House
719,2016-11-03,08:15:21,346,Coffee
720,2016-11-03,08:15:21,346,Coffee
721,2016-11-03,08:15:21,346,Pastry
722,2016-11-03,08:15:21,346,Pastry
723,2016-11-03,08:15:21,346,Coffee
724,2016-11-03,08:40:43,347,Medialuna
725,2016-11-03,08:49:23,348,Bread
727,2016-11-03,08:49:23,348,Tea
728,2016-11-03,08:49:23,348,Sandwich
729,2016-11-03,08:54:40,349,Bread
730,2016-11-03,09:00:24,350,Jam
731,2016-11-03,09:00:24,350,Coffee
732,2016-11-03,09:00:24,350,Farm House
733,2016-11-03,09:02:32,351,Focaccia
734,2016-11-03,09:06:17,352,Bread
735,2016-11-03,09:08:32,353,Tartine
736,2016-11-03,09:08:32,353,Pastry
737,2016-11-03,09:08:32,353,Bread
738,2016-11-03,09:08:32,353,My-5 Fruit Shoot
739,2016-11-03,09:13:37,354,Farm House
740,2016-11-03,09:13:37,354,Pastry
741,2016-11-03,09:19:54,355,Bread
742,2016-11-03,09:19:54,355,Pastry
743,2016-11-03,09:24:38,356,Pastry
744,2016-11-03,09:24:38,356,Bread
745,2016-11-03,09:31:19,357,Jam
746,2016-11-03,09:31:19,357,Coffee
747,2016-11-03,09:34:00,358,Farm House
748,2016-11-03,09:34:56,359,Bread
749,2016-11-03,09:34:56,359,Pastry
750,2016-11-03,09:44:36,360,Coffee
751,2016-11-03,09:44:36,360,Tea
752,2016-11-03,09:44:36,360,Bread
753,2016-11-03,09:45:20,361,Jam
754,2016-11-03,09:57:55,363,Pastry
755,2016-11-03,09:57:55,363,Medialuna
756,2016-11-03,09:57:55,363,Medialuna
757,2016-11-03,09:59:18,364,Coffee
758,2016-11-03,10:01:12,365,Tea
759,2016-11-03,10:04:37,366,Bread
760,2016-11-03,10:10:26,367,Bread
761,2016-11-03,10:10:26,367,Pastry
762,2016-11-03,10:13:05,368,Pastry
763,2016-11-03,10:26:03,369,Farm House
764,2016-11-03,10:27:05,370,Tea
765,2016-11-03,10:39:12,371,Coffee
766,2016-11-03,10:39:12,371,Brownie
767,2016-11-03,10:39:12,371,Alfajores
768,2016-11-03,10:39:12,371,Fudge
769,2016-11-03,10:48:46,372,Bread
770,2016-11-03,10:48:46,372,Fudge
771,2016-11-03,10:48:46,372,Cookies
772,2016-11-03,11:03:49,373,Coffee
773,2016-11-03,11:05:44,374,Bread
774,2016-11-03,11:15:14,375,Coffee
775,2016-11-03,11:15:14,375,Coffee
776,2016-11-03,11:15:14,375,Jam
777,2016-11-03,11:15:14,375,Pastry
778,2016-11-03,11:20:31,376,Soup
779,2016-11-03,11:20:31,376,Coffee
780,2016-11-03,11:23:16,377,Smoothies
781,2016-11-03,11:23:16,377,Soup
782,2016-11-03,11:23:16,377,Hearty & Seasonal
783,2016-11-03,11:23:16,377,Pastry
784,2016-11-03,11:31:01,378,Pastry
785,2016-11-03,11:31:01,378,Bread
786,2016-11-03,11:47:18,379,Pastry
787,2016-11-03,11:47:18,379,Medialuna
789,2016-11-03,11:51:52,380,Tea
790,2016-11-03,11:51:52,380,Coffee
791,2016-11-03,11:53:09,381,Bread
792,2016-11-03,11:53:09,381,Cookies
793,2016-11-03,12:01:18,382,Coffee
794,2016-11-03,12:01:18,382,Coffee
795,2016-11-03,12:01:18,382,Bread
796,2016-11-03,12:01:18,382,Hearty & Seasonal
797,2016-11-03,12:01:18,382,Pick and Mix Bowls
798,2016-11-03,12:01:18,382,Sandwich
799,2016-11-03,12:01:18,382,Focaccia
800,2016-11-03,12:02:49,383,Coffee
801,2016-11-03,12:05:25,384,Coffee
802,2016-11-03,12:05:25,384,Sandwich
803,2016-11-03,12:05:25,384,Brownie
804,2016-11-03,12:07:24,385,Brownie
805,2016-11-03,12:07:24,385,Cookies
806,2016-11-03,12:12:03,386,Coffee
807,2016-11-03,12:16:15,387,Coffee
809,2016-11-03,12:23:47,388,Sandwich
811,2016-11-03,12:23:47,388,Bread
812,2016-11-03,12:23:47,388,Coffee
813,2016-11-03,12:37:58,389,Coffee
814,2016-11-03,12:37:58,389,Hot chocolate
815,2016-11-03,12:47:09,390,Tea
817,2016-11-03,13:02:37,391,Sandwich
818,2016-11-03,13:02:37,391,Coffee
819,2016-11-03,13:02:37,391,Brownie
820,2016-11-03,13:19:57,392,Brownie
821,2016-11-03,13:19:57,392,Pastry
822,2016-11-03,13:19:57,392,Focaccia
823,2016-11-03,13:19:57,392,Farm House
824,2016-11-03,13:30:57,393,Cake
825,2016-11-03,13:30:57,393,Focaccia
826,2016-11-03,13:35:48,394,Soup
827,2016-11-03,13:35:48,394,Hearty & Seasonal
828,2016-11-03,13:35:48,394,Mineral water
829,2016-11-03,13:36:09,395,Hearty & Seasonal
830,2016-11-03,13:37:53,396,Hearty & Seasonal
831,2016-11-03,13:41:42,397,Coffee
832,2016-11-03,13:41:42,397,Coffee
833,2016-11-03,13:41:42,397,Pastry
834,2016-11-03,14:00:26,398,Coffee
835,2016-11-03,14:03:07,399,Tea
836,2016-11-03,14:03:07,399,Cake
837,2016-11-03,14:09:44,400,Coffee
838,2016-11-03,14:09:44,400,Soup
839,2016-11-03,14:14:56,401,Bread
840,2016-11-03,14:14:56,401,Focaccia
841,2016-11-03,14:14:56,401,Fudge
842,2016-11-03,14:16:50,402,Hot chocolate
843,2016-11-03,14:16:50,402,Coffee
844,2016-11-03,14:16:50,402,Alfajores
845,2016-11-03,14:26:27,403,Brownie
846,2016-11-03,14:26:27,403,Pastry
847,2016-11-03,14:26:27,403,Cake
848,2016-11-03,14:40:15,404,Medialuna
849,2016-11-03,14:40:15,404,Alfajores
850,2016-11-03,14:40:15,404,Dulce de Leche
851,2016-11-03,14:41:13,405,Dulce de Leche
852,2016-11-03,14:41:13,405,Alfajores
853,2016-11-03,14:48:35,406,Bread
854,2016-11-03,14:48:35,406,Cake
855,2016-11-03,14:51:45,407,Cake
856,2016-11-03,14:51:45,407,Coffee
857,2016-11-03,15:00:24,408,Bread
858,2016-11-03,15:01:52,409,Sandwich
859,2016-11-03,15:06:48,410,Bread
860,2016-11-03,15:06:48,410,Coffee
861,2016-11-03,15:06:48,410,Alfajores
862,2016-11-03,15:06:48,410,Medialuna
863,2016-11-03,15:19:41,411,Coffee
864,2016-11-03,15:23:33,412,Bread
865,2016-11-03,15:23:33,412,Alfajores
866,2016-11-03,15:27:03,413,Tea
867,2016-11-03,15:27:03,413,Coffee
868,2016-11-03,15:33:17,414,Bread
869,2016-11-03,15:33:40,415,Dulce de Leche
870,2016-11-03,15:40:11,416,Farm House
871,2016-11-03,15:41:18,417,Fudge
872,2016-11-03,15:42:41,418,Coffee
873,2016-11-03,15:55:46,419,Coffee
874,2016-11-03,15:55:46,419,Alfajores
875,2016-11-03,15:55:46,419,Juice
876,2016-11-03,15:55:46,419,Ella's Kitchen Pouches
877,2016-11-03,15:55:46,419,Brownie
878,2016-11-03,15:59:29,420,Alfajores
879,2016-11-03,16:06:19,421,Alfajores
880,2016-11-03,16:06:19,421,Brownie
881,2016-11-03,16:06:19,421,Cookies
882,2016-11-03,16:06:19,421,Bread
883,2016-11-03,16:06:19,421,Juice
884,2016-11-03,16:10:01,422,Cake
885,2016-11-03,16:10:01,422,Cookies
886,2016-11-03,16:17:24,423,Pick and Mix Bowls
887,2016-11-03,16:28:32,424,Coffee
888,2016-11-03,16:42:40,425,Farm House
889,2016-11-03,17:15:20,426,Tea
890,2016-11-03,17:25:09,427,Coffee
891,2016-11-03,17:29:00,428,Focaccia
892,2016-11-03,17:29:00,428,Farm House
893,2016-11-03,17:32:25,429,Dulce de Leche
894,2016-11-03,17:40:05,430,Juice
895,2016-11-03,17:40:05,430,My-5 Fruit Shoot
896,2016-11-03,17:40:05,430,Ella's Kitchen Pouches
897,2016-11-03,17:40:05,430,Cookies
898,2016-11-03,17:45:07,431,Bread
899,2016-11-03,18:07:31,432,Hot chocolate
900,2016-11-03,18:08:19,433,Coffee
901,2016-11-03,18:51:13,435,Coffee
902,2016-11-03,19:00:19,436,Coffee
903,2016-11-04,07:32:33,437,Medialuna
904,2016-11-04,08:34:28,438,Bread
905,2016-11-04,08:34:28,438,Tea
906,2016-11-04,08:34:28,438,Jam
907,2016-11-04,08:36:49,439,Farm House
908,2016-11-04,08:40:07,440,Bread
909,2016-11-04,08:45:42,441,Coffee
911,2016-11-04,08:53:11,442,Medialuna
912,2016-11-04,08:53:11,442,Coffee
913,2016-11-04,09:02:15,443,Bread
914,2016-11-04,09:05:15,444,Medialuna
915,2016-11-04,09:05:15,444,Pastry
916,2016-11-04,09:05:15,444,Medialuna
917,2016-11-04,09:07:34,445,Coffee
918,2016-11-04,09:07:34,445,Coffee
919,2016-11-04,09:07:34,445,Jam
920,2016-11-04,09:08:17,446,Bread
921,2016-11-04,09:08:17,446,Coffee
922,2016-11-04,09:09:54,447,Coffee
923,2016-11-04,09:09:54,447,Coffee
924,2016-11-04,09:11:33,448,Bread
925,2016-11-04,09:13:17,449,Hot chocolate
926,2016-11-04,09:14:38,450,Bread
927,2016-11-04,09:14:38,450,Medialuna
928,2016-11-04,09:22:21,451,Bread
929,2016-11-04,09:22:21,451,Jam
930,2016-11-04,09:23:35,452,Jam
931,2016-11-04,09:23:35,452,Bread
932,2016-11-04,09:24:29,453,Coffee
933,2016-11-04,09:24:29,453,Bread
934,2016-11-04,09:29:16,454,Bread
935,2016-11-04,09:29:16,454,Farm House
936,2016-11-04,09:30:11,455,Bread
937,2016-11-04,09:30:11,455,Coffee
938,2016-11-04,09:30:11,455,Coffee
939,2016-11-04,09:38:45,456,Tea
940,2016-11-04,09:38:45,456,Pastry
941,2016-11-04,09:40:56,457,Coffee
942,2016-11-04,09:40:56,457,Coffee
943,2016-11-04,09:52:19,458,Bread
944,2016-11-04,09:55:18,459,Pastry
945,2016-11-04,09:55:18,459,Brownie
946,2016-11-04,10:01:40,460,Farm House
947,2016-11-04,10:01:57,461,Coffee
948,2016-11-04,10:10:37,462,Tea
949,2016-11-04,10:10:37,462,Coffee
950,2016-11-04,10:10:37,462,Honey
951,2016-11-04,10:10:37,462,Cookies
952,2016-11-04,10:14:10,463,Tea
953,2016-11-04,10:24:15,464,Bread
954,2016-11-04,10:25:24,465,Brownie
955,2016-11-04,10:35:23,466,Bread
956,2016-11-04,10:35:23,466,Coffee
957,2016-11-04,10:36:59,467,Bread
958,2016-11-04,10:41:46,468,Coffee
959,2016-11-04,10:48:39,469,Tea
960,2016-11-04,10:48:39,469,Tea
961,2016-11-04,10:51:01,470,Tea
962,2016-11-04,10:54:43,471,Coffee
963,2016-11-04,10:54:43,471,Coffee
964,2016-11-04,11:00:57,473,Bread
965,2016-11-04,11:00:57,473,Coffee
966,2016-11-04,11:06:54,474,Bread
967,2016-11-04,11:06:54,474,Bread
968,2016-11-04,11:10:13,475,Bread
969,2016-11-04,11:10:13,475,The BART
970,2016-11-04,11:12:22,476,Coffee
972,2016-11-04,11:12:22,476,Brownie
973,2016-11-04,11:13:28,477,Coffee
974,2016-11-04,11:17:35,478,Coffee
975,2016-11-04,11:17:35,478,Brownie
976,2016-11-04,11:25:41,479,Mineral water
977,2016-11-04,11:25:41,479,Coffee
978,2016-11-04,11:25:41,479,Coffee
979,2016-11-04,11:25:41,479,Tartine
981,2016-11-04,11:33:11,480,Brownie
982,2016-11-04,11:33:11,480,Coffee
983,2016-11-04,11:36:07,481,Brownie
984,2016-11-04,11:36:07,481,Juice
985,2016-11-04,11:42:12,482,Coffee
986,2016-11-04,11:42:12,482,Coffee
987,2016-11-04,11:42:12,482,Bread
988,2016-11-04,11:42:12,482,Tea
989,2016-11-04,11:42:12,482,Alfajores
990,2016-11-04,11:42:12,482,Medialuna
991,2016-11-04,11:42:12,482,Pastry
992,2016-11-04,11:42:12,482,Jam
993,2016-11-04,12:09:05,483,Bread
994,2016-11-04,12:13:14,484,Fudge
995,2016-11-04,12:13:14,484,Fudge
996,2016-11-04,12:17:15,485,Coffee
997,2016-11-04,12:17:15,485,Pick and Mix Bowls
998,2016-11-04,12:34:45,486,Pastry
999,2016-11-04,12:34:45,486,Bread
1000,2016-11-04,12:45:42,487,Soup
1001,2016-11-04,12:45:42,487,Scandinavian
1002,2016-11-04,12:45:42,487,Coffee
1003,2016-11-04,12:45:42,487,Mineral water
1004,2016-11-04,12:51:54,488,Juice
1005,2016-11-04,12:51:54,488,Mineral water
1006,2016-11-04,12:51:54,488,Sandwich
1007,2016-11-04,12:51:54,488,Pick and Mix Bowls
1008,2016-11-04,12:54:15,489,Bread
1011,2016-11-04,12:54:15,489,Pastry
1012,2016-11-04,12:54:15,489,Bread
1013,2016-11-04,12:56:51,490,Hearty & Seasonal
1014,2016-11-04,12:56:51,490,Hearty & Seasonal
1015,2016-11-04,12:56:51,490,Coffee
1016,2016-11-04,12:56:51,490,Coffee
1017,2016-11-04,13:01:38,491,Bread
1018,2016-11-04,13:01:38,491,Hearty & Seasonal
1019,2016-11-04,13:01:38,491,Coffee
1020,2016-11-04,13:01:38,491,Mineral water
1021,2016-11-04,13:04:40,492,Coffee
1022,2016-11-04,13:04:40,492,Tartine
1023,2016-11-04,13:04:40,492,Sandwich
1024,2016-11-04,13:04:40,492,Brownie
1025,2016-11-04,13:15:24,493,Coffee
1026,2016-11-04,13:15:24,493,Brownie
1027,2016-11-04,13:39:44,494,Alfajores
1028,2016-11-04,13:39:44,494,Coffee
1029,2016-11-04,13:39:44,494,Tartine
1030,2016-11-04,13:55:51,495,Mighty Protein
1031,2016-11-04,13:55:51,495,Coffee
1032,2016-11-04,14:04:31,497,Coffee
1033,2016-11-04,14:04:31,497,Hot chocolate
1034,2016-11-04,14:16:07,498,Soup
1035,2016-11-04,14:16:07,498,Jam
1036,2016-11-04,14:16:07,498,Coffee
1037,2016-11-04,14:16:07,498,Coffee
1038,2016-11-04,14:17:39,499,Mineral water
1039,2016-11-04,14:17:39,499,Brownie
1040,2016-11-04,14:24:36,500,Scandinavian
1041,2016-11-04,14:24:36,500,Coffee
1042,2016-11-04,14:30:08,501,Scandinavian
1043,2016-11-04,14:30:08,501,Coffee
1044,2016-11-04,14:49:02,502,Coffee
1045,2016-11-04,14:49:02,502,Coffee
1046,2016-11-04,14:51:22,503,Coffee
1047,2016-11-04,14:51:22,503,Coffee
1048,2016-11-04,14:51:22,503,Hot chocolate
1049,2016-11-04,14:51:22,503,Brownie
1050,2016-11-04,14:51:22,503,Hearty & Seasonal
1051,2016-11-04,15:18:24,504,Tea
1052,2016-11-04,15:18:24,504,Cake
1053,2016-11-04,15:20:23,505,Medialuna
1054,2016-11-04,15:31:51,506,Alfajores
1055,2016-11-04,15:31:51,506,Tea
1056,2016-11-04,15:31:51,506,Coffee
1057,2016-11-04,15:35:06,507,Coffee
1058,2016-11-04,15:35:06,507,Juice
1059,2016-11-04,15:35:06,507,Brownie
1060,2016-11-04,15:35:06,507,Alfajores
1061,2016-11-04,15:35:49,508,Coffee
1062,2016-11-04,15:35:49,508,Sandwich
1063,2016-11-04,15:36:38,509,Bread
1064,2016-11-04,15:36:38,509,Soup
1065,2016-11-04,15:37:02,510,Soup
1066,2016-11-04,15:37:02,510,Bread
1067,2016-11-04,15:38:27,511,Bread
1068,2016-11-04,15:39:57,512,Tea
1069,2016-11-04,15:39:57,512,Brownie
1070,2016-11-04,15:39:57,512,Cookies
1071,2016-11-04,15:41:06,513,Coffee
1072,2016-11-04,15:41:06,513,Bread
1073,2016-11-04,15:41:06,513,Brownie
1074,2016-11-04,15:51:24,514,Brownie
1075,2016-11-04,15:57:56,515,Cookies
1076,2016-11-04,15:57:56,515,Bread
1077,2016-11-04,15:57:56,515,Jam
1078,2016-11-04,16:04:23,516,Coffee
1079,2016-11-04,16:14:01,517,Tea
1080,2016-11-04,16:14:01,517,Brownie
1081,2016-11-04,16:14:01,517,Tea
1082,2016-11-04,16:56:18,518,Alfajores
1083,2016-11-04,16:56:18,518,Medialuna
1084,2016-11-04,16:56:18,518,Scandinavian
1085,2016-11-04,17:52:34,519,Hot chocolate
1086,2016-11-04,17:52:34,519,Coffee
1087,2016-11-04,17:52:34,519,Alfajores
1088,2016-11-04,17:52:34,519,Cookies
1089,2016-11-04,17:58:43,520,Brownie
1090,2016-11-04,18:48:37,521,Fudge
1091,2016-11-04,19:02:45,522,Tea
1092,2016-11-04,19:02:45,522,Brownie
1093,2016-11-04,20:00:47,523,Dulce de Leche
1094,2016-11-04,20:00:47,523,Fudge
1095,2016-11-05,08:29:32,524,Bread
1096,2016-11-05,08:29:32,524,Scandinavian
1097,2016-11-05,08:29:32,524,Fudge
1098,2016-11-05,08:29:32,524,Granola
1099,2016-11-05,08:29:32,524,Pastry
1100,2016-11-05,08:29:32,524,Coffee
1101,2016-11-05,08:32:12,525,Bread
1102,2016-11-05,08:32:12,525,Fudge
1103,2016-11-05,08:36:10,526,Hot chocolate
1104,2016-11-05,08:36:10,526,Coffee
1106,2016-11-05,08:36:10,526,Medialuna
1107,2016-11-05,08:36:10,526,Medialuna
1108,2016-11-05,08:39:13,527,Bread
1109,2016-11-05,08:42:16,528,Bread
1110,2016-11-05,08:42:16,528,Medialuna
1111,2016-11-05,08:50:09,529,Bread
1112,2016-11-05,08:50:09,529,Coffee
1113,2016-11-05,08:50:09,529,Medialuna
1114,2016-11-05,08:50:09,529,Jam
1115,2016-11-05,08:51:08,530,Jam
1116,2016-11-05,08:51:08,530,Coffee
1117,2016-11-05,08:51:08,530,Brownie
1118,2016-11-05,08:53:55,531,Bread
1119,2016-11-05,08:53:55,531,Coffee
1120,2016-11-05,08:53:55,531,Jam
1121,2016-11-05,08:57:49,532,Scandinavian
1122,2016-11-05,09:00:47,533,Coffee
1123,2016-11-05,09:00:47,533,Cookies
1124,2016-11-05,09:03:58,534,Coffee
1125,2016-11-05,09:03:58,534,Coffee
1126,2016-11-05,09:03:58,534,Scandinavian
1127,2016-11-05,09:09:16,535,Bread
1128,2016-11-05,09:10:36,536,Bread
1130,2016-11-05,09:18:53,537,Jam
1131,2016-11-05,09:18:53,537,Brownie
1132,2016-11-05,09:18:53,537,Coffee
1133,2016-11-05,09:18:53,537,Coffee
1134,2016-11-05,09:19:59,538,Coffee
1135,2016-11-05,09:26:27,539,Brownie
1136,2016-11-05,09:26:27,539,Hot chocolate
1137,2016-11-05,09:27:36,540,Bread
1138,2016-11-05,09:33:49,541,Bread
1139,2016-11-05,09:33:49,541,Bread
1140,2016-11-05,09:33:49,541,Medialuna
1141,2016-11-05,09:34:43,542,Coffee
1142,2016-11-05,09:34:43,542,Hot chocolate
1143,2016-11-05,09:34:43,542,Brownie
1144,2016-11-05,09:36:48,543,Scandinavian
1146,2016-11-05,09:40:12,544,Basket
1147,2016-11-05,09:40:12,544,Bread
1148,2016-11-05,09:41:44,545,Coffee
1149,2016-11-05,09:41:44,545,Bread
1150,2016-11-05,09:41:44,545,Brownie
1151,2016-11-05,09:43:52,546,Cake
1152,2016-11-05,09:43:52,546,Fudge
1153,2016-11-05,09:47:53,547,Coffee
1154,2016-11-05,09:47:53,547,Hot chocolate
1155,2016-11-05,09:47:53,547,Coffee
1156,2016-11-05,09:47:53,547,Basket
1157,2016-11-05,10:01:24,548,Scandinavian
1158,2016-11-05,10:07:32,549,Scandinavian
1159,2016-11-05,10:14:02,550,Coffee
1160,2016-11-05,10:14:02,550,Bread
1161,2016-11-05,10:14:02,550,Coffee
1162,2016-11-05,10:14:02,550,Cake
1163,2016-11-05,10:14:02,550,Medialuna
1164,2016-11-05,10:17:23,551,Coffee
1165,2016-11-05,10:17:23,551,Coffee
1166,2016-11-05,10:17:23,551,Medialuna
1167,2016-11-05,10:19:59,552,Bread
1168,2016-11-05,10:19:59,552,Pastry
1169,2016-11-05,10:20:46,553,Bread
1170,2016-11-05,10:20:46,553,Brownie
1171,2016-11-05,10:23:02,554,Medialuna
1172,2016-11-05,10:23:02,554,Farm House
1173,2016-11-05,10:24:34,555,Bread
1174,2016-11-05,10:24:34,555,Medialuna
1175,2016-11-05,10:26:16,556,Brownie
1176,2016-11-05,10:26:16,556,Medialuna
1177,2016-11-05,10:26:16,556,Hot chocolate
1178,2016-11-05,10:26:16,556,Smoothies
1179,2016-11-05,10:26:16,556,Coffee
1180,2016-11-05,10:29:41,557,Bread
1181,2016-11-05,10:29:41,557,Tea
1182,2016-11-05,10:29:41,557,Coffee
1183,2016-11-05,10:29:41,557,Brownie
1184,2016-11-05,10:29:41,557,Medialuna
1185,2016-11-05,10:32:09,558,Medialuna
1186,2016-11-05,10:32:09,558,Medialuna
1187,2016-11-05,10:32:09,558,Cookies
1188,2016-11-05,10:33:20,559,Coffee
1189,2016-11-05,10:33:20,559,Medialuna
1190,2016-11-05,10:35:12,560,Bread
1191,2016-11-05,10:35:12,560,Fudge
1192,2016-11-05,10:38:58,562,Coffee
1193,2016-11-05,10:38:58,562,Tea
1194,2016-11-05,10:40:35,563,Coffee
1195,2016-11-05,10:40:35,563,Cookies
1196,2016-11-05,10:43:10,564,Pastry
1197,2016-11-05,10:43:10,564,Bread
1198,2016-11-05,10:43:10,564,Brownie
1199,2016-11-05,10:44:58,565,Bread
1200,2016-11-05,10:44:58,565,Coffee
1201,2016-11-05,10:44:58,565,Bread
1203,2016-11-05,10:52:09,566,Coffee
1204,2016-11-05,10:52:09,566,Coffee
1205,2016-11-05,10:52:09,566,Tea
1206,2016-11-05,10:53:49,567,Bread
1207,2016-11-05,10:57:31,568,Medialuna
1208,2016-11-05,10:57:31,568,Coffee
1209,2016-11-05,11:03:33,569,My-5 Fruit Shoot
1210,2016-11-05,11:03:33,569,Coffee
1211,2016-11-05,11:03:33,569,Brownie
1212,2016-11-05,11:07:57,570,Coffee
1213,2016-11-05,11:07:57,570,Fudge
1214,2016-11-05,11:14:43,571,Coffee
1215,2016-11-05,11:20:07,572,Coffee
1216,2016-11-05,11:20:07,572,Basket
1217,2016-11-05,11:20:30,573,Farm House
1218,2016-11-05,11:21:31,574,Farm House
1219,2016-11-05,11:22:49,575,Coffee
1220,2016-11-05,11:22:49,575,Brownie
1221,2016-11-05,11:24:17,576,Scandinavian
1222,2016-11-05,11:24:17,576,Brownie
1223,2016-11-05,11:24:17,576,My-5 Fruit Shoot
1225,2016-11-05,11:26:56,577,Tartine
1226,2016-11-05,11:26:56,577,Coffee
1227,2016-11-05,11:26:56,577,Hot chocolate
1228,2016-11-05,11:26:56,577,Brownie
1229,2016-11-05,11:31:33,578,Brownie
1230,2016-11-05,11:31:33,578,Bread
1231,2016-11-05,11:31:33,578,Hot chocolate
1232,2016-11-05,11:34:15,579,Jam
1233,2016-11-05,11:34:15,579,Fudge
1234,2016-11-05,11:35:46,580,Coffee
1235,2016-11-05,11:37:53,581,Fudge
1236,2016-11-05,11:49:10,583,Mighty Protein
1237,2016-11-05,11:49:10,583,Hearty & Seasonal
1238,2016-11-05,11:49:10,583,Coffee
1239,2016-11-05,11:49:10,583,Tea
1240,2016-11-05,11:49:10,583,Cake
1241,2016-11-05,11:49:56,584,Coffee
1242,2016-11-05,11:50:54,585,Scandinavian
1243,2016-11-05,11:53:38,586,Cake
1244,2016-11-05,11:53:38,586,Victorian Sponge
1245,2016-11-05,11:53:38,586,Scandinavian
1246,2016-11-05,11:56:57,587,Tea
1247,2016-11-05,11:56:57,587,Cake
1248,2016-11-05,11:58:21,588,Coffee
1249,2016-11-05,11:58:21,588,Coffee
1250,2016-11-05,12:14:47,589,Coffee
1251,2016-11-05,12:14:47,589,Coffee
1252,2016-11-05,12:15:45,590,Bread
1253,2016-11-05,12:18:04,591,Frittata
1254,2016-11-05,12:19:48,592,Coffee
1255,2016-11-05,12:19:48,592,Coffee
1256,2016-11-05,12:19:48,592,My-5 Fruit Shoot
1257,2016-11-05,12:19:48,592,Brownie
1258,2016-11-05,12:22:00,593,Focaccia
1259,2016-11-05,12:22:00,593,Fairy Doors
1261,2016-11-05,12:27:50,594,Tea
1262,2016-11-05,12:27:50,594,Coffee
1263,2016-11-05,12:27:50,594,Coffee
1265,2016-11-05,12:31:46,595,Hot chocolate
1266,2016-11-05,12:31:46,595,Hearty & Seasonal
1267,2016-11-05,12:31:46,595,Pick and Mix Bowls
1268,2016-11-05,12:31:46,595,Brownie
1269,2016-11-05,12:35:28,596,Frittata
1270,2016-11-05,12:35:28,596,Coffee
1271,2016-11-05,12:37:20,597,Bread
1272,2016-11-05,12:37:20,597,Brownie
1273,2016-11-05,12:44:11,598,Frittata
1274,2016-11-05,12:46:04,599,Scandinavian
1275,2016-11-05,12:52:29,600,Bread
1276,2016-11-05,12:57:51,601,Farm House
1277,2016-11-05,12:58:46,602,Pick and Mix Bowls
1278,2016-11-05,12:58:46,602,Jam
1279,2016-11-05,12:58:46,602,Soup
1280,2016-11-05,12:58:46,602,Brownie
1281,2016-11-05,13:01:28,603,Hearty & Seasonal
1282,2016-11-05,13:01:28,603,Coffee
1283,2016-11-05,13:01:28,603,Tea
1284,2016-11-05,13:03:55,604,Bread
1285,2016-11-05,13:05:23,605,Bread
